house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"5 BHK House for Rent in SANJAY PARK SOCIETY, Viman Nagar Pune",Viman Nagar Central,Pune,2550.0,5,3,2,Unfurnished,59.0,150000.0
"3 BHK Flat for Rent in Ramnath City, Koradi Road, Nagpur",Koradi Road,Nagpur,1365.0,3,3,3,Unfurnished,11.0,15000.0
"3 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2000.0,3,3,0,Unfurnished,100.0,200000.0
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bangalore,1200.0,2,2,0,Semi-Furnished,18.0,21000.0
"3 BHK Flat for Rent in Harsh Vihar Pitam Pura, New Delhi",Harsh Vihar Pitampura,New Delhi,1800.0,3,3,2,Semi-Furnished,30.0,53500.0
2 BHK House for Rent in Chikkabidarakallu Bangalore,Chikkabidarakallu,Bangalore,740.0,2,2,0,Unfurnished,11.0,8000.0
"1 BHK Flat for Rent in DDA Sunveiw Apartments, Sector 11 Dwarka, New Delhi",Sector 11 Dwarka,New Delhi,480.0,1,1,0,Furnished,50.0,24000.0
"2 BHK Flat for Rent in Pimpri Chinchwad, Pune",Pimpri Chinchwad,Pune,790.0,2,2,0,Unfurnished,16.0,13000.0
"1 BHK Flat for Rent in Andheri West, Mumbai",Andheri West,Mumbai,550.0,1,1,0,Furnished,38.0,21000.0
1 BHK House for Rent in Hosakerehalli Bangalore,Hosakerehalli,Bangalore,100.0,1,1,0,Unfurnished,45.0,4500.0
"1 BHK Flat for Rent in Erandwane, Pune",Erandwane,Pune,800.0,1,1,0,Furnished,29.0,23000.0
"3 BHK Flat for Rent in Neelkanth Apartment, Sector 13 Rohini, New Delhi",Sector 13 Rohini,New Delhi,1500.0,3,3,0,Furnished,47.0,70000.0
"2 BHK Flat for Rent in Shakti Nagar, New Delhi",Shakti Nagar,New Delhi,900.0,2,1,2,Unfurnished,20.0,18000.0
"1 BHK Flat for Rent in Shree Anand Venkateshwara Royal Court, Thergaon, Pimpri Chinchwad, Pune",Thergaon,Pune,600.0,1,2,0,Furnished,30.0,18000.0
"1 BHK Flat for Rent in Tilak Nagar Sewri, Mumbai",Tilak Nagar Sewri,Mumbai,430.0,1,1,0,Furnished,67.0,29000.0
"1 BHK House for Rent in Hauz Rani, Malviya Nagar New Delhi",Hauz Rani,New Delhi,400.0,1,1,0,Unfurnished,30.0,12000.0
"2 BHK Flat for Rent in Handewadi Road, Pune",Handewadi Road,Pune,900.0,2,2,0,Unfurnished,18.0,16000.0
1 BHK House for Rent in Somasundarapalya Bangalore,Somasundarapalya,Bangalore,650.0,1,1,0,Semi-Furnished,29.0,19000.0
"3 BHK Flat for Rent in Gagan Unnati, Kondhwa, Pune",Kondhwa,Pune,1300.0,3,3,2,Unfurnished,28.0,36000.0
"3 BHK Flat for Rent in Bommanahalli, Bangalore",Bommanahalli,Bangalore,1850.0,3,3,2,Furnished,46.0,85000.0
"2 BHK Flat for Rent in Three Jewels, Katraj Kondhwa Road, Pune",Katraj Kondhwa Road,Pune,740.0,2,2,2,Furnished,34.0,25000.0
"3 BHK Flat for Rent in Mahalakshmipuram Layout, Mahalakshmipuram, Bangalore",Mahalakshmipuram Layout,Bangalore,2000.0,3,3,2,Semi-Furnished,30.0,60000.0
"1 BHK Flat for Rent in Mantri Serene, Film City Road, Mumbai",Film City Road,Mumbai,766.0,1,2,0,Furnished,59.0,45000.0
"2 BHK Flat for Rent in Vile Parle East, Mumbai",Vile Parle East,Mumbai,850.0,2,2,0,Unfurnished,112.0,95000.0
1 BHK House for Rent in Bindapur New Delhi,Bindapur,New Delhi,400.0,1,1,0,Unfurnished,18.0,7000.0
"2 BHK Flat for Rent in Vishwas Park, New Delhi",Vishwas Park,New Delhi,650.0,2,2,0,Semi-Furnished,20.0,13000.0
4 BHK House for Rent in Btm Layout Bangalore,BTM Layout,Bangalore,3500.0,4,4,2,Semi-Furnished,57.0,200000.0
"2 BHK Flat for Rent in Tughlakabad Extension, New Delhi",Tughlakabad Extension,New Delhi,700.0,2,1,0,Semi-Furnished,13.0,9000.0
"3 BHK Flat for Rent in Cunningham Road, Bangalore",Cunningham Road,Bangalore,3025.0,3,4,2,Unfurnished,73.0,220000.00000000003
3 BHK House for Rent in Stage 2 RMV Bangalore,RMV Extension Stage 2,Bangalore,2500.0,3,3,0,Semi-Furnished,24.0,60000.0
"3 BHK Flat for Rent in Kalka Apartments, Kalkaji, New Delhi",Kalkaji,New Delhi,1680.0,3,3,0,Unfurnished,60.0,100000.0
"1 BHK Flat for Rent in Chandraprabha CHS, Bhandup East, Mumbai",Bhandup East,Mumbai,600.0,1,1,0,Semi-Furnished,42.0,25000.0
"1 BHK Flat for Rent in Wadgaon Sheri, Pune",Wadgaon Sheri,Pune,650.0,1,1,0,Unfurnished,25.0,16000.0
"1 BHK Flat for Rent in Tilak Nagar Chembur, Mumbai",Tilak Nagar Chembur,Mumbai,390.0,1,1,0,Unfurnished,77.0,30000.0
"2 BHK Flat for Rent in Haralur Main Road, Bangalore",Haralur Main Road,Bangalore,1000.0,2,2,0,Unfurnished,30.0,30000.0
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,1065.0,2,2,2,Semi-Furnished,28.0,30000.0
"3 BHK Flat for Rent in Signature Park, Wakad, Pune",Wakad,Pune,1050.0,3,3,2,Furnished,38.0,40000.0
"4 BHK Flat for Rent in Capricorn CHS, Kondhwa, Pune",Kondhwa,Pune,1600.0,4,4,3,Semi-Furnished,28.0,44000.0
"1 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,370.0,1,1,0,Semi-Furnished,30.0,11000.0
"2 BHK Flat for Rent in Arvind Elan, Bhusari Colony, Kothrud, Pune",Bhusari Colony,Pune,966.0,2,2,3,Unfurnished,36.0,34500.0
"4 BHK Flat for Rent in Wadhwa Imperial Heights, Best Nagar Goregaon West, Mumbai",Best Nagar - Goregaon West,Mumbai,1500.0,4,3,2,Furnished,100.0,150000.0
"2 BHK Flat for Rent in Khadge Govind Enclave, Seminary Hill, Nagpur",Seminary Hill,Nagpur,950.0,2,2,0,Unfurnished,17.0,16000.0
"2 BHK Flat for Rent in Himalaya Sunshine, Dabha, Nagpur",Dabha,Nagpur,700.0,2,2,3,Semi-Furnished,29.0,20000.0
1 BHK House for Rent in Tulasi Layout Bangalore,Tulasi Layout,Bangalore,450.0,1,1,0,Semi-Furnished,23.0,10500.0
"3 BHK Flat for Rent in Heritage Tower, Dwarka Sector 3, New Delhi",Sector 3 Dwarka,New Delhi,1450.0,3,3,2,Unfurnished,22.0,32000.0
"2 BHK Flat for Rent in Icon Residency, Undri, Pune",Undri,Pune,840.0,2,2,2,Unfurnished,14.0,12000.0
"3 BHK Flat for Rent in DLH The Park Residences, Andheri West, Mumbai",Andheri West,Mumbai,1150.0,3,3,0,Unfurnished,135.0,160000.0
"3 BHK Flat for Rent in Union Park Chembur, Mumbai",Union Park,Mumbai,1325.0,3,3,0,Semi-Furnished,151.0,200000.0
1 BHK House for Rent in Pimpri Chinchwad Pune,Pimpri Chinchwad,Pune,750.0,1,1,0,Unfurnished,12.0,9000.0
"1 BHK Flat for Rent in Paranjape Blue Ridge, Hinjawadi, Pune",Hinjewadi,Pune,439.0,1,2,0,Unfurnished,56.0,24500.0
"3 BHK Flat for Rent in Lodha Evoq, Wadala, Mumbai",Wadala,Mumbai,1683.0,3,4,3,Semi-Furnished,137.0,230000.0
"3 BHK Flat for Rent in Godrej The Trees, Vikhroli East, Mumbai",Vikhroli East,Mumbai,1250.0,3,3,0,Unfurnished,156.0,200000.0
"2 BHK Flat for Rent in Florida River Bank, Mundhwa, Pune",Mundhwa,Pune,790.0,2,2,0,Unfurnished,44.0,35000.0
3 BHK Villa for Rent in Kanakapura Road Bangalore,Kanakapura Road,Bangalore,2480.0,3,3,0,Semi-Furnished,20.0,50000.0
"2 BHK Flat for Rent in Prathamesh CHS, MBH Colony, Mumbai",MBH Colony,Mumbai,980.0,2,2,3,Furnished,64.0,63000.0
"5 BHK Flat for Rent in Panchshil Trump Towers, Kalyani Nagar, Pune",Kalyani Nagar,Pune,5200.0,5,5,0,Furnished,82.0,430000.0
2 BHK House for Rent in Dakshinpuri New Delhi,Dakshinpuri,New Delhi,450.0,2,1,0,Unfurnished,24.0,11000.0
"3 BHK Flat for Rent in Sector 22 Rohini, New Delhi",Sector 22 Rohini,New Delhi,1200.0,3,3,0,Semi-Furnished,21.0,25000.0
"2 BHK Flat for Rent in Tanishq Society, Rakshak Nagar, Kharadi, Pune",Rakshak Nagar,Pune,850.0,2,2,0,Unfurnished,31.0,26000.0
"1 BHK Flat for Rent in Raheja Township, Mumbai",Raheja Township,Mumbai,485.0,1,1,0,Furnished,72.0,35000.0
"1 BHK Flat for Rent in Abhyudaya Nagar, Mumbai",Abhyudaya Nagar,Mumbai,225.0,1,1,0,Furnished,80.0,18000.0
"2 BHK Flat for Rent in Parlashray CHSL, Vile Parle East, Mumbai",Vile Parle East,Mumbai,650.0,2,2,0,Unfurnished,100.0,65000.0
4 BHK House for Rent in Roshanpura Najafgarh New Delhi,Roshanpura,New Delhi,2250.0,4,4,0,Unfurnished,10.0,22500.0
2 BHK House for Rent in Narendra Nagar Nagpur,Narendra Nagar,Nagpur,1000.0,2,2,0,Unfurnished,6.0,5500.0
1 BHK House for Rent in Wardhaman Nagar Nagpur,Wardhaman Nagar,Nagpur,900.0,1,2,3,Unfurnished,11.0,10000.0
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bangalore,1000.0,2,2,2,Semi-Furnished,15.0,15000.0
"2 BHK Flat for Rent in Sector 23 Rohini, New Delhi",Sector 23 Rohini,New Delhi,900.0,2,2,0,Furnished,33.0,30000.0
"3 BHK Flat for Rent in Kohinoor City, Kurla West, Mumbai",Kurla West,Mumbai,900.0,3,2,5,Semi-Furnished,78.0,70000.0
"3 BHK Flat for Rent in Nav Kiran, Santacruz West, Mumbai",Santacruz West,Mumbai,1150.0,3,3,0,Furnished,209.0,240000.0
2 BHK House for Rent in Hari Nagar New Delhi,Hari Nagar,New Delhi,950.0,2,2,0,Semi-Furnished,18.0,17000.0
3 BHK House for Rent in Meenakshipuram Pune,Meenakshipuram,Pune,1200.0,3,2,0,Unfurnished,13.0,16000.0
"3 BHK Flat for Rent in Wadhwa Imperial Heights, Goregaon West, Mumbai",Goregaon West,Mumbai,900.0,3,2,0,Semi-Furnished,111.0,100000.0
"1 BHK Flat for Rent in Post Lakeside, Wagholi, Pune",Wagholi,Pune,550.0,1,1,2,Furnished,29.0,16000.0
1 BHK House for Rent in Deepanjali Nagar Bangalore,Deepanjali Nagar,Bangalore,500.0,1,1,0,Unfurnished,16.0,8000.0
"3 BHK Flat for Rent in Greater Kailash Builder Floors, Masjid Moth, Greater Kailash, New Delhi",Masjid Moth,New Delhi,1800.0,3,3,2,Furnished,61.0,110000.0
"3 BHK Flat for Rent in Safdarjung Enclave, New Delhi",Safdarjung Enclave,New Delhi,2700.0,3,3,2,Furnished,44.44444444444444,120000.0
"3 BHK Flat for Rent in Sai Apartment, Sector 13 Rohini, New Delhi",Sector 13 Rohini,New Delhi,1150.0,3,2,0,Semi-Furnished,29.0,33000.0
"3 BHK Flat for Rent in Mihan, Nagpur",Mihan,Nagpur,950.0,3,3,0,Semi-Furnished,26.0,25000.0
"2 BHK Flat for Rent in Fortune Mignas, Agripada, Mumbai",Agripada,Mumbai,750.0,2,2,3,Unfurnished,107.0,80000.0
"2 BHK Flat for Rent in Raigad Nivas, Parel, Mumbai",Parel,Mumbai,550.0,2,2,0,Unfurnished,109.0,60000.0
"3 BHK Flat for Rent in Emaar Common Wealth Games Village, Commonwealth Games Village, New Delhi",Commonwealth Games Village,New Delhi,1900.0,3,3,3,Semi-Furnished,50.0,95000.0
2 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bangalore,750.0,2,2,0,Unfurnished,23.0,17000.0
"1 BHK Flat for Rent in Borivali West, Mumbai",Borivali West,Mumbai,410.0,1,1,0,Semi-Furnished,63.0,26000.0
"1 BHK Flat for Rent in Megapolis Sparklet, Hinjawadi, Pune",Hinjewadi,Pune,600.0,1,1,0,Unfurnished,40.0,24000.0
"3 BHK Flat for Rent in Velstand Phase 2, Kharadi, Pune",Kharadi,Pune,1330.0,3,3,2,Semi-Furnished,38.0,50000.0
"1 BHK Flat for Rent in Rustomjee Meridian, Charkop Gaon, Mumbai",Charkop,Mumbai,449.0,1,2,0,Furnished,78.0,35000.0
"2 BHK Flat for Rent in Majestique City, Wagholi, Pune",Wagholi,Pune,1017.0,2,2,0,Furnished,26.0,26000.0
"3 BHK Flat for Rent in Raheja Windermere, Oshiwara, Mumbai",Oshiwara,Mumbai,1300.0,3,3,0,Furnished,127.0,170000.0
"1 BHK Flat for Rent in Pratap Nagar, Nagpur",Pratap Nagar,Nagpur,650.0,1,2,2,Semi-Furnished,15.0,10000.0
"1 BHK House for Rent in Swagat Society, Sahakar Nagar Nagpur",Sahakar Nagar,Nagpur,1000.0,1,1,3,Semi-Furnished,13.0,13000.0
"2 BHK Flat for Rent in Sector 1 Dwarka, New Delhi",Sector 1 Dwarka,New Delhi,950.0,2,2,2,Furnished,26.0,25000.0
"2 BHK Flat for Rent in Krishna Nagar, New Delhi",Krishna Nagar,New Delhi,630.0,2,2,0,Furnished,25.0,16000.0
"3 BHK House for Rent in Sanika Vihar, Bhilgaon Nagpur",Bhilgaon,Nagpur,1200.0,3,3,2,Unfurnished,8.0,9000.0
"3 BHK Flat for Rent in Nav Kairali Apartment, Dwarka Sector 3, New Delhi",Sector 3 Dwarka,New Delhi,1600.0,3,3,4,Unfurnished,20.0,32000.0
"3 BHK Flat for Rent in Panchsheel Enclave, New Delhi",Panchsheel Enclave,New Delhi,216.0,3,3,0,Furnished,579.0,130000.0
"2 BHK Flat for Rent in Model Town Andheri West, Mumbai",Model Town Andheri West,Mumbai,600.0,2,2,0,Unfurnished,92.0,55000.0
"1 BHK Flat for Rent in lokhandwala residency, Worli, Mumbai",Worli,Mumbai,225.0,1,1,0,Unfurnished,111.0,25000.0
"4 BHK Flat for Rent in Kandivali West, Mumbai",Kandivali West,Mumbai,1400.0,4,3,0,Furnished,89.0,130000.0
"3 BHK Flat for Rent in Manshi Adinarayan Residency, Jawahar Nagar Goregaon West, Mumbai",Jawahar Nagar,Mumbai,1000.0,3,3,0,Furnished,105.0,110000.0
"1 BHK House for Rent in Anjana Nagar, Sunkadakatte, magadi Road Bangalore",Anjana Nagar,Bangalore,500.0,1,2,0,Unfurnished,10.0,5000.0
"2 BHK Flat for Rent in Narendra Nagar, Nagpur",Narendra Nagar,Nagpur,1045.0,2,1,0,Furnished,29.0,30000.0
"3 BHK Flat for Rent in Prabhat Road, Pune",Prabhat Road,Pune,1250.0,3,3,0,Furnished,60.0,75000.0
"1 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,360.0,1,1,0,Semi-Furnished,18.11111111111111,6500.0
2 BHK House for Rent in Mahindra Park New Delhi,Mahindra Park,New Delhi,800.0,2,1,0,Unfurnished,12.0,10000.0
4 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bangalore,1250.0,4,2,2,Semi-Furnished,32.0,40000.0
"2 BHK Flat for Rent in Gaurav Jamuna, Kandivali, Mumbai",Kandivali,Mumbai,750.0,2,2,3,Unfurnished,73.0,55000.0
"2 BHK Flat for Rent in Godrej Elements, Hinjawadi, Pune",Hinjewadi,Pune,939.0,2,2,3,Furnished,46.0,43000.0
"4 BHK Flat for Rent in Lodha World View, Worli, Mumbai",Worli,Mumbai,2250.0,4,5,0,Furnished,289.0,650000.0
"3 BHK House for Rent in Doddanekundi, Kartik Nagar Bangalore",Doddanekundi,Bangalore,900.0,3,2,0,Semi-Furnished,31.0,28000.0
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,1400.0,3,3,0,Furnished,61.0,85000.0
"2 BHK Flat for Rent in Yashwin Supernova, Santhosh Nagar, Pune",Santhosh Nagar,Pune,730.0,2,2,0,Semi-Furnished,38.0,28000.0
"4 BHK Flat for Rent in The Gateway, Balewadi, Pune",Balewadi,Pune,1340.0,4,4,3,Semi-Furnished,45.0,60000.0
"2 BHK Flat for Rent in Marol, Mumbai",Marol,Mumbai,720.0,2,2,0,Unfurnished,90.0,65000.0
"3 BHK Flat for Rent in Hutchins Road, Bangalore",Hutchins Road,Bangalore,1600.0,3,3,3,Unfurnished,35.0,56000.0
"2 BHK Flat for Rent in Murari Bhawan, Pandav Nagar, New Delhi",Pandav Nagar,New Delhi,700.0,2,2,0,Unfurnished,21.0,15000.0
"2 BHK Flat for Rent in Shapoorji Pallonji Vicinia, Powai, Mumbai",Powai,Mumbai,888.0,2,2,0,Semi-Furnished,88.0,78500.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1300.0,3,2,2,Unfurnished,35.0,45000.0
"2 BHK Flat for Rent in Sai Nakshtra Trident, Virar West, Mumbai",Virar West,Mumbai,405.0,2,2,0,Unfurnished,30.0,12000.0
"1 BHK Flat for Rent in Tughlakabad Extension, New Delhi",Tughlakabad Extension,New Delhi,446.0,1,1,0,Semi-Furnished,28.0,12500.0
"3 BHK Flat for Rent in Mandakini Enclave Colony, New Delhi",Mandakini Enclave,New Delhi,1400.0,3,3,2,Unfurnished,43.0,60000.0
"2 BHK House for Rent in Nizamuddin West, Nizamuddin New Delhi",Nizamuddin West,New Delhi,900.0,2,2,0,Furnished,44.0,40000.0
"2 BHK Flat for Rent in Tata Symphony, Andheri East, Mumbai",Andheri East,Mumbai,1100.0,2,2,0,Unfurnished,59.0,65000.0
"2 BHK Flat for Rent in Shakarpur, New Delhi",Shakarpur,New Delhi,540.0,2,2,0,Semi-Furnished,19.0,10500.0
"2 BHK Flat for Rent in Pristine Viva, Mohammed Wadi, Pune",Mohammed Wadi,Pune,700.0,2,2,0,Semi-Furnished,31.0,22000.0
"3 BHK Flat for Rent in Nyati Ethos Phase 3, NIBM Road, Pune",NIBM Road,Pune,1150.0,3,3,2,Furnished,39.0,45000.0
"2 BHK Flat for Rent in Besa, Nagpur",Besa,Nagpur,900.0,2,2,3,Unfurnished,13.0,12000.0
"3 BHK Flat for Rent in Nyati Evolve, Magarpatta, Pune",Magarpatta City,Pune,1100.0,3,3,2,Unfurnished,41.0,45000.0
5 BHK House for Rent in Stage 2nd Rajajinagar Bangalore,Rajajinagar Stage 2,Bangalore,4000.0,5,5,4,Unfurnished,21.0,85000.0
"4 BHK Flat for Rent in Surajmal Vihar, Block B Surajmal Vihar, New Delhi",Block B Surajmal Vihar,New Delhi,1900.0,4,4,2,Unfurnished,42.0,80000.0
1 BHK House for Rent in Kalewadi Road Pune,Kalewadi Road,Pune,400.0,1,1,0,Unfurnished,38.0,15000.0
"2 BHK Flat for Rent in New Friends Colony, New Delhi",New Friends Colony,New Delhi,1200.0,2,2,0,Furnished,83.0,100000.0
"2 BHK Flat for Rent in Ganga Constella, EON Free Zone, Kharadi, Pune",EON Free Zone,Pune,860.0,2,2,2,Unfurnished,38.0,33000.0
"2 BHK Flat for Rent in Vishwajeet Residency, Kharadi, Pune",Kharadi,Pune,953.0,2,2,0,Semi-Furnished,31.0,30000.0
"2 BHK Flat for Rent in Stargaze CHS, Dhanori, Pune",Dhanori,Pune,884.0,2,2,0,Furnished,29.0,26000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1860.0,3,3,0,Unfurnished,35.0,65000.0
"2 BHK Flat for Rent in Tilak Nagar Chembur, Mumbai",Tilak Nagar Chembur,Mumbai,800.0,2,2,0,Furnished,88.0,70000.0
"3 BHK Flat for Rent in Palam Colony Palam, New Delhi",Palam Colony,New Delhi,900.0,3,2,0,Unfurnished,19.0,17500.0
"1 BHK House for Rent in Manjri, Manjri Budruk Pune",Manjri,Pune,200.0,1,1,0,Semi-Furnished,30.0,6000.0
"3 BHK Flat for Rent in Lake Town, Bibwewadi, Pune",Bibwewadi,Pune,1200.0,3,3,0,Semi-Furnished,25.0,30000.0
"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bangalore,950.0,2,2,2,Semi-Furnished,22.0,21000.0
1 BHK House for Rent in Balaji Nagar Nagpur,Balaji Nagar,Nagpur,500.0,1,1,0,Unfurnished,16.0,8000.0
"2 BHK House for Rent in Gattahalli, Electronic City Bangalore",Gattahalli,Bangalore,900.0,2,2,0,Semi-Furnished,24.0,21500.0
"1 BHK Flat for Rent in Chandak Nishchay, Borivali East, Mumbai",Borivali East,Mumbai,342.0,1,2,0,Unfurnished,94.0,32000.0
"1 BHK Flat for Rent in Aditya Shagun, Bavdhan, Pune",Bavdhan,Pune,490.0,1,1,2,Semi-Furnished,43.0,21000.0
"3 BHK Flat for Rent in Juhu, Mumbai",Juhu,Mumbai,2950.0,3,4,0,Unfurnished,203.0,600000.0
"3 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,1250.0,3,3,2,Semi-Furnished,24.0,30000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1658.0,3,3,0,Semi-Furnished,36.0,60000.0
"1 BHK Flat for Rent in Nalasopara West, Mumbai",Nalasopara West,Mumbai,550.0,1,1,0,Unfurnished,9.0,5000.0
1 BHK House for Rent in Rajajinagar Bangalore,Rajaji Nagar,Bangalore,625.0,1,1,0,Unfurnished,10.0,6500.0
"2 BHK Flat for Rent in Shankar Nagar, Nagpur",Shankar Nagar,Nagpur,1000.0,2,2,2,Semi-Furnished,23.0,23000.0
"4 BHK Flat for Rent in Bandra West, Mumbai",Bandra West,Mumbai,2400.0,4,4,2,Furnished,375.0,900000.0
"2 BHK House for Rent in Tagore Garden Extension, Rajouri Garden New Delhi",Tagore Garden Extension,New Delhi,800.0,2,2,0,Furnished,29.0,23000.0
"1 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,495.0,1,1,0,Semi-Furnished,10.0,5000.0
"2 BHK Flat for Rent in Megapolis, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",Hinjewadi Phase 3,Pune,865.0,2,2,0,Semi-Furnished,29.0,25000.0
"2 BHK Flat for Rent in Fortune Shubhan Phase 2, Yewalewadi, Katraj, Pune",Yewalewadi,Pune,850.0,2,2,2,Furnished,18.0,15000.0
"2 BHK Flat for Rent in Sai Lalitha Residency 2, Mankapur, Nagpur",Mankapur,Nagpur,1000.0,2,2,2,Furnished,18.0,18000.0
"2 BHK Flat for Rent in Lodha Allura, Worli, Mumbai",Worli,Mumbai,893.0,2,2,0,Semi-Furnished,218.0,200000.0
"1 BHK Flat for Rent in Mega Mall, Oshiwara, Mumbai",Oshiwara,Mumbai,250.0,1,1,0,Unfurnished,40.0,10000.0
"2 BHK Flat for Rent in You57, Hinjawadi, Pune",Hinjewadi,Pune,675.0,2,2,2,Furnished,41.0,28000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,670.0,1,1,0,Semi-Furnished,45.0,30000.0
"1 BHK Flat for Rent in Arya Chittaranjan Park, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,550.0,1,1,0,Unfurnished,25.0,13500.0
1 BHK House for Rent in Kharadi Pune,Kharadi,Pune,750.0,1,1,0,Semi-Furnished,13.0,10000.0
"1 BHK Flat for Rent in Mantra Insignia, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,450.0,1,1,3,Furnished,56.0,25000.0
"1 BHK Flat for Rent in Dilshad Garden, New Delhi",Dilshad Garden,New Delhi,450.0,1,1,0,Semi-Furnished,27.0,12000.0
"2 BHK Flat for Rent in Godrej Infinity, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,857.0,2,2,3,Semi-Furnished,33.0,28000.0
"2 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,750.0,2,2,3,Unfurnished,19.0,14000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,5500.0,4,5,2,Semi-Furnished,55.0,300000.0
"3 BHK Flat for Rent in Life Republic I Tower, Marunji, Hinjawadi, Pune",Marunji,Pune,1014.0,3,3,0,Semi-Furnished,30.0,30000.0
"2 BHK Flat for Rent in Kedar Darshan, Andheri West, Mumbai",Andheri West,Mumbai,850.0,2,2,0,Unfurnished,49.0,42000.0
"3 BHK Flat for Rent in Madan Park, Punjabi Bagh, New Delhi",Madan Park,New Delhi,1200.0,3,2,0,Semi-Furnished,25.0,30000.0
"2 BHK Flat for Rent in Anand Vishwa Bamboovan, Bahadura, Nagpur",Bahadura,Nagpur,700.0,2,2,2,Unfurnished,10.0,7000.0
"3 BHK Flat for Rent in A Narayanapura, Mahadevapura, Bangalore",A Narayanapura,Bangalore,990.0,3,3,2,Semi-Furnished,71.0,70000.0
"2 BHK Flat for Rent in Kaggadasapura, Indira nagar, Bangalore",Kaggadasapura,Bangalore,1245.0,2,2,2,Semi-Furnished,35.0,44000.0
"2 BHK Flat for Rent in Basavanagudi, Bangalore",Basavanagudi,Bangalore,900.0,2,1,0,Unfurnished,20.0,18000.0
"3 BHK Flat for Rent in Acolade, EON Free Zone, Kharadi, Pune",EON Free Zone,Pune,1300.0,3,3,2,Unfurnished,38.0,50000.0
2 BHK House for Rent in Pitam Pura New Delhi,Pitampura,New Delhi,900.0,2,2,0,Furnished,24.0,22000.0
"1 BHK Flat for Rent in Snow White, Khar West, Mumbai",Khar West,Mumbai,400.0,1,2,0,Semi-Furnished,138.0,55000.0
1 BHK House for Rent in Gautam Nagar New Delhi,Gautam Nagar,New Delhi,250.0,1,1,0,Semi-Furnished,52.0,13000.0
"2 BHK Flat for Rent in Shankarpur, Nagpur",Shankarpur,Nagpur,968.0,2,2,2,Semi-Furnished,8.0,7500.0
"2 BHK Flat for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar,New Delhi,900.0,2,2,0,Semi-Furnished,20.0,18000.0
"1 BHK Flat for Rent in Gaurav Regency, Mira Road Area, Mumbai",Mira Road,Mumbai,440.0,1,1,2,Semi-Furnished,36.0,16000.0
"1 BHK Flat for Rent in Virar West, Mumbai",Virar West,Mumbai,505.0,1,1,0,Unfurnished,20.0,10000.0
"1 BHK Flat for Rent in Blue Ridge Town Pune, Pune",Blue Ridge Town Pune,Pune,450.0,1,1,0,Semi-Furnished,56.0,25000.0
"2 BHK Flat for Rent in Ejipura, Bangalore",Ejipura,Bangalore,650.0,2,1,0,Semi-Furnished,16.0,10500.0
1 BHK House for Rent in Vikhroli Village Mumbai,Vikhroli Village,Mumbai,260.0,1,1,2,Unfurnished,58.0,15000.0
"2 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,600.0,2,1,0,Semi-Furnished,20.0,12000.0
1 BHK House for Rent in Krishnarajapura Bangalore,KR Puram,Bangalore,600.0,1,1,0,Unfurnished,18.0,11000.0
"4 BHK Flat for Rent in Rushi Tower, Andheri West, Mumbai",Andheri West,Mumbai,2200.0,4,4,0,Furnished,136.0,300000.0
2 BHK House for Rent in Budh Vihar New Delhi,Budh Vihar,New Delhi,900.0,2,1,0,Semi-Furnished,9.0,8000.0
2 BHK House for Rent in Phase 1 Aya Nagar New Delhi,Aya Nagar Phase 1,New Delhi,900.0,2,1,0,Furnished,18.0,16500.0
"3 BHK Flat for Rent in Sukhwani Euphoria, Baner, Pune",Baner,Pune,1500.0,3,3,3,Semi-Furnished,50.0,75000.0
"1 BHK Flat for Rent in Eves Garden, Mundhwa, Pune",Mundhwa,Pune,480.0,1,1,0,Furnished,42.0,20000.0
